"","plate","well","position","nuc.ac.nr","dnaconcngpmicl","absratio","TissCode","extractby"
"478",5,"F12",94,1172,113,1.72,"MW","EAP"
"479",5,"G12",95,108,114,2.1065,"WB","JAJ"
"480",5,"H12",96,211,114,1.3529,"MW","JAJ"
"481",6,"A1",1,338,114,1.84,"WB","JAJ"
"482",6,"B1",2,515,115,1.7188,"WB","JAJ"
"483",6,"C1",3,364,115,1.84,"WB","JAJ"
"484",6,"D1",4,1142,116,1.86,"WB","EAP"
"485",6,"E1",5,674,116,1.5877,"MW","EAP"
"486",6,"F1",6,288,117,1.3618,"MW","JAJ"
"487",6,"G1",7,1899,117,1.86,"MW","EAP"
"488",6,"H1",8,163,118,1.435,"WB","JAJ"
"489",6,"A2",9,820,119,1.8383,"WB","JXD"
"490",6,"B2",10,1216,119,1.91,"WB","EAP"
"491",6,"C2",11,1019,120,1.806,"WB","JXD"
"492",6,"D2",12,45,120,1.6797,"WB","JXD"
"493",6,"E2",13,1758,120,1.79,"MW","EAP"
"494",6,"F2",14,1026,122,1.8257,"WB","JXD"
"495",6,"G2",15,342,122,1.5192,"MW","JAJ"
"496",6,"H2",16,1038,122,1.88,"WB","JXD"
"497",6,"A3",17,1834,124,1.92,"WB","EAP"
"498",6,"B3",18,150,125,1.91,"WB","JAJ"
"499",6,"C3",19,246,126,1.8814,"WB","JAJ"
"500",6,"D3",20,331,126,1.4753,"MW","JAJ"
"501",6,"E3",21,1397,126,1.86,"WB","EAP"
"502",6,"F3",22,1788,127,1.72,"WB","EAP"
"503",6,"G3",23,1749,127,1.85,"WB","EAP"
"504",6,"H3",24,1546,128,1.87,"WB","EAP"
"505",6,"A4",25,405,128,1.4913,"MW","JAJ"
"506",6,"B4",26,67,128,1.6542,"WB","JAJ"
"507",6,"C4",27,824,131,1.8461,"WB","JXD"
"508",6,"D4",28,853,131,1.8941,"WB","JXD"
"509",6,"E4",29,1361,131,1.89,"WB","EAP"
"510",6,"F4",30,144,132,1.3138,"WB","JAJ"
"511",6,"G4",31,1829,132,1.83,"WB","EAP"
"512",6,"H4",32,1479,132,1.88,"WB","EAP"
"513",6,"A5",33,48,132,1.99,"WB","SLJ"
"514",6,"B5",34,849,132,1.8605,"WB","JXD"
"515",6,"C5",35,648,133,1.853,"WB","JXD"
"516",6,"D5",36,1660,134,1.89,"WB","EAP"
"517",6,"E5",37,399,134,1.74,"MW","JAJ"
"518",6,"F5",38,1359,135,1.9,"WB","EAP"
"519",6,"G5",39,1658,136,1.88,"WB","EAP"
"520",6,"H5",40,237,137,1.88,"WB","JAJ"
"521",6,"A6",41,1915,137,1.87,"WB","EAP"
"522",6,"B6",42,0,NA,NA,NA,NA
"523",6,"C6",43,1938,137,1.86,"WB","EAP"
"524",6,"D6",44,1020,138,1.8583,"WB","JXD"
"525",6,"E6",45,1837,138,1.86,"WB","EAP"
"526",6,"F6",46,1029,138,1.8161,"WB","JXD"
"527",6,"G6",47,1402,138,1.83,"WB","EAP"
"528",6,"H6",48,1515,139,1.85,"WB","EAP"
"529",6,"A7",49,1089,141,1.8602,"WB","JXD"
"530",6,"B7",50,1673,144,1.88,"WB","EAP"
"531",6,"C7",51,1840,145,1.91,"WB","EAP"
"532",6,"D7",52,166,147,1.85,"WB","JAJ"
"533",6,"E7",53,147,148,1.1858,"WB","JAJ"
"534",6,"F7",54,502,148,1.2366,"WB","JAJ"
"535",6,"G7",55,1335,148,1.86,"WB","EAP"
"536",6,"H7",56,1001,149,1.8427,"WB","JXD"
"537",6,"A8",57,1825,150,1.89,"WB","EAP"
"538",6,"B8",58,1869,151,1.85,"WB","EAP"
"539",6,"C8",59,260,152,3.0964,"MW","JAJ"
"540",6,"D8",60,521,154,1.89,"WB","JAJ"
"541",6,"E8",61,85,155,1.87,"WB","JAJ"
"542",6,"F8",62,1918,155,1.88,"WB","EAP"
"543",6,"G8",63,1422,156,1.85,"WB","EAP"
"544",6,"H8",64,389,156,1.5315,"MW","JAJ"
"545",6,"A9",65,329,156,1.8103,"WB","JAJ"
"546",6,"B9",66,1827,156,1.85,"WB","EAP"
"547",6,"C9",67,1147,157,1.59,"MW","EAP"
"548",6,"D9",68,1198,157,1.7,"MW","EAP"
"549",6,"E9",69,1511,158,1.87,"WB","EAP"
"550",6,"F9",70,611,158,1.79,"MW","JXD"
"551",6,"G9",71,367,158,1.83,"WB","JAJ"
"552",6,"H9",72,576,158,1.9,"WB","EAP"
"553",6,"A10",73,1336,159,1.88,"WB","EAP"
"554",6,"B10",74,1104,159,1.89,"WB","JXD"
"555",6,"C10",75,1785,159,1.73,"WB","EAP"
"556",6,"D10",76,424,160,1.9,"WB","JAJ"
"557",6,"E10",77,583,160,1.8888,"WB","JXD"
"558",6,"F10",78,1870,162,1.83,"WB","EAP"
"559",6,"G10",79,430,162,1.89,"WB","JAJ"
"560",6,"H10",80,232,162,1.5908,"MW","JAJ"
"561",6,"A11",81,1600,162,1.85,"WB","EAP"
"562",6,"B11",82,1240,163,1.91,"WB","EAP"
"563",6,"C11",83,173,163,2.11,"WB","JAJ"
"564",6,"D11",84,458,164,1.86,"WB","JAJ"
"565",6,"E11",85,89,165,1.6723,"WB","JAJ"
"566",6,"F11",86,1845,165,1.88,"WB","EAP"
"567",6,"G11",87,693,165,1.86,"WB","EAP"
"568",6,"H11",88,1225,166,1.88,"WB","EAP"
"569",6,"A12",89,589,166,1.8667,"WB","JXD"
"570",6,"B12",90,615,167,1.6132,"MW","JXD"
"571",6,"C12",91,1215,167,1.88,"WB","EAP"
"572",6,"D12",92,743,167,1.8644,"WB","JXD"
"573",6,"E12",93,1799,168,1.82,"WB","EAP"
"574",6,"F12",94,1887,168,1.86,"WB","EAP"
"575",6,"G12",95,1420,169,1.9,"WB","EAP"
"576",6,"H12",96,514,169,1.1288,"MW","JAJ"
"577",7,"A1",1,869,170,1.8639,"WB","JXD"
"578",7,"B1",2,485,170,1.89,"WB","JAJ"
"579",7,"C1",3,91,170,1.7023,"WB","JAJ"
"580",7,"D1",4,102,170,1.89,"WB","JAJ"
"581",7,"E1",5,289,171,1.8364,"WB","JAJ"
"582",7,"F1",6,0,NA,NA,NA,NA
"583",7,"G1",7,1704,171,1.92,"WB","EAP"
"584",7,"H1",8,1408,172,1.9,"WB","EAP"
"585",7,"A2",9,836,172,1.8283,"WB","JXD"
"586",7,"B2",10,435,173,1.2502,"MW","JAJ"
"587",7,"C2",11,1629,174,1.86,"WB","EAP"
"588",7,"D2",12,86,174,1.89,"WB","JAJ"
"589",7,"E2",13,259,174,1.7702,"WB","JAJ"
"590",7,"F2",14,193,175,1.84,"WB","JAJ"
"591",7,"G2",15,1725,175,1.91,"WB","EAP"
"592",7,"H2",16,1116,175,1.65,"MW","EAP"
"593",7,"A3",17,1117,175,1.63,"MW","EAP"
"594",7,"B3",18,1797,175,1.89,"WB","EAP"
"595",7,"C3",19,625,175,1.7125,"MW","JXD"
"596",7,"D3",20,714,176,1.9009,"WB","EAP"
"597",7,"E3",21,1794,176,1.89,"WB","EAP"
"598",7,"F3",22,440,176,1.8479,"WB","JAJ"
"599",7,"G3",23,731,176,1.6126,"MW","JXD"
"600",7,"H3",24,134,176,1.89,"WB","JAJ"
"601",7,"A4",25,1530,177,1.87,"WB","EAP"
"602",7,"B4",26,1112,177,1.9,"WB","EAP"
"603",7,"C4",27,245,177,1.86,"WB","JAJ"
"604",7,"D4",28,1085,177,1.86,"WB","JXD"
"605",7,"E4",29,1074,178,1.8409,"WB","JXD"
"606",7,"F4",30,1419,178,1.84,"WB","EAP"
"607",7,"G4",31,1857,178,1.82,"WB","EAP"
"608",7,"H4",32,1356,179,1.92,"WB","EAP"
"609",7,"A5",33,1471,179,1.88,"WB","EAP"
"610",7,"B5",34,1835,179,1.84,"WB","EAP"
"611",7,"C5",35,1627,179,1.88,"WB","EAP"
"612",7,"D5",36,927,179,1.9989,"WB","JXD"
"613",7,"E5",37,114,179,1.91,"WB","JAJ"
"614",7,"F5",38,764,179,1.9075,"WB","JXD"
"615",7,"G5",39,220,181,1.0357,"MW","JAJ"
"616",7,"H5",40,1333,181,1.89,"WB","EAP"
"617",7,"A6",41,359,181,1.82,"WB","JAJ"
"618",7,"B6",42,178,181,1.8475,"WB","JAJ"
"619",7,"C6",43,1632,181,1.87,"WB","EAP"
"620",7,"D6",44,881,182,1.9529,"WB","JXD"
"621",7,"E6",45,1705,182,1.9,"WB","EAP"
"622",7,"F6",46,1831,182,1.84,"WB","EAP"
"623",7,"G6",47,1182,183,1.9,"WB","EAP"
"624",7,"H6",48,1839,184,1.87,"WB","EAP"
"625",7,"A7",49,1569,184,1.9,"WB","EAP"
"626",7,"B7",50,547,185,1.5541,"WB","EAP"
"627",7,"C7",51,71,185,1.87,"WB","JAJ"
"628",7,"D7",52,1514,186,1.9,"WB","EAP"
"629",7,"E7",53,296,187,1.86,"WB","JAJ"
"630",7,"F7",54,168,188,1.8667,"WB","JAJ"
"631",7,"G7",55,1970,188,1.9,"WB","EAP"
"632",7,"H7",56,1847,188,1.84,"WB","EAP"
"633",7,"A8",57,1394,188,1.9,"WB","EAP"
"634",7,"B8",58,1258,188,1.92,"WB","EAP"
"635",7,"C8",59,483,189,1.87,"WB","JAJ"
"636",7,"D8",60,1321,190,1.88,"WB","EAP"
"637",7,"E8",61,1374,191,1.89,"WB","EAP"
